"id";"area";"country";"year";"month";"day";"depth";"x";"y";"duration";"swept";"category";"n";"kg"
"18ALB2020_MIZ115_27";18;"ALB";2020;11;5;325;19.00925;40.7189166666667;1;0.1054344;"ADV";4;0.22
"18ALB2020_MIZ115_32";18;"ALB";2020;11;5;580.5;18.78175;40.965;1;0.0986616;"ADV";1;0.05
"18ALB2020_MIZ115_33";18;"ALB";2020;11;5;551;18.8376666666667;40.8771666666667;1;0.1022321;"ADV";1;0.02
"18ALB2020_MIZ115_38";18;"ALB";2020;11;5;576.5;18.9215833333333;40.7659166666667;1;0.1004372;"ADV";0;0
"18ALB2020_MIZ115_39";18;"ALB";2020;11;5;553;19.0021666666667;40.6568333333333;1;0.1004372;"ADV";1;0.2
"18ALB2021_MIZ825_168";18;"ALB";2021;8;25;390;18.762;41.4564166666667;1;0.104364;"ADV";5;0.04
"18ALB2021_MIZ826_14";18;"ALB";2021;8;26;113.5;19.10625;41.40625;0.5;0.0492528;"ADV";0;0
"18ALB2021_MIZ826_165";18;"ALB";2021;8;26;125.5;18.9436666666667;41.1119166666667;0.5;0.0502944;"ADV";1;0.12
"18ALB2021_MIZ826_166";18;"ALB";2021;8;26;114.5;18.9719166666667;41.3175;0.5;0.0488994;"ADV";0;0
"18ALB2021_MIZ826_170";18;"ALB";2021;8;26;612;18.7476666666667;41.0688333333333;1;0.0983268;"ADV";1;0.015
"18ALB2021_MIZ826_26";18;"ALB";2021;8;26;296;18.8633333333333;41.11;1;0.108693;"ADV";0;0
"18ALB2021_MIZ826_32";18;"ALB";2021;8;26;585;18.7805833333333;40.96525;1;0.1001031;"ADV";0;0
"18ALB2021_MIZ831_167";18;"ALB";2021;8;31;346.5;18.8749166666667;40.897;1;0.1065285;"ADV";4;0.08
"18ALB2021_MIZ831_27";18;"ALB";2021;8;31;328;18.99875;40.7326666666667;1;0.1050855;"ADV";0;0
"18ALB2021_MIZ831_33";18;"ALB";2021;8;31;556;18.8191666666667;40.9051666666667;1;0.1029299;"ADV";2;0.05
"18ALB2021_MIZ831_38";18;"ALB";2021;8;31;578.5;18.9015;40.7896666666667;1;0.100466;"ADV";1;0.04
"18ALB2021_MIZ831_39";18;"ALB";2021;8;31;519;18.9886666666667;40.689;1;0.1008098;"ADV";4;0.9
"18ALB2023_MIZ724_1";18;"ALB";2023;7;24;19.5;19.39725;41.557;0.5;0.0452814;"ADV";4;0.18
"18ALB2023_MIZ724_13";18;"ALB";2023;7;24;87.5;19.2540833333333;41.3118333333333;0.5;0.0473628;"ADV";2;0.05
"18ALB2023_MIZ724_4";18;"ALB";2023;7;24;77;19.27975;41.5451666666667;0.5;0.0483372;"ADV";6;0.12
"18ALB2023_MIZ724_6";18;"ALB";2023;7;24;94;19.26775;41.4050833333333;0.5;0.0483372;"ADV";4;0.64
"18ALB2023_MIZ724_8";18;"ALB";2023;7;24;70;19.3534166666667;41.1935;0.5;0.0482328;"ADV";6;0.06
"18ALB2023_MIZ725_10";18;"ALB";2023;7;25;89.5;19.2038333333333;40.9419166666667;0.5;0.0483372;"ADV";2;0.04
"18ALB2023_MIZ725_2";18;"ALB";2023;7;25;14.5;19.4149166666667;41.1026666666667;0.5;0.0452814;"ADV";1;0.01
"18ALB2023_MIZ725_41";18;"ALB";2023;7;25;78.5;19.2631666666667;41.0788333333333;0.5;0.0483372;"ADV";6;0.12
"18ALB2023_MIZ728_16";18;"ALB";2023;7;28;103;19.1624166666667;40.85175;0.5;0.0508374;"ADV";4;0.05
"18ALB2023_MIZ728_163";18;"ALB";2023;7;28;70.5;19.2540833333333;40.7599166666667;0.5;0.0483372;"ADV";4;0.38
"18ALB2023_MIZ728_169";18;"ALB";2023;7;28;529.5;19.0581666666667;40.4778333333333;1;0.1034688;"ADV";1;0.02
"18ALB2023_MIZ728_17";18;"ALB";2023;7;28;111;19.1569166666667;40.7125;0.5;0.0508374;"ADV";1;0.08
"18ALB2023_MIZ728_22";18;"ALB";2023;7;28;168.5;19.152;40.61575;0.5;0.0508374;"ADV";3;0.06
"18ALB2023_MIZ728_23";18;"ALB";2023;7;28;164;19.2090833333333;40.4690833333333;0.5;0.0484584;"ADV";1;0.01
"18ALB2023_MIZ728_31";18;"ALB";2023;7;28;315;19.137;40.4638333333333;1;0.1077864;"ADV";5;0.08
"18ALB2023_MIZ818_168";18;"ALB";2023;8;18;393.5;18.7584166666667;41.468;1;0.1077864;"ADV";0;0
"18ALB2023_MIZ819_167";18;"ALB";2023;8;19;344;18.87675;40.89625;1;0.1063508;"ADV";3;0.08
"18ALB2023_MIZ819_27";18;"ALB";2023;8;19;323.5;19.01025;40.7191666666667;1;0.1034796;"ADV";1;0.02
"18ALB2023_MIZ819_32";18;"ALB";2023;8;19;562.5;18.78225;40.9676666666667;1;0.1006272;"ADV";2;0.03
"18ALB2023_MIZ819_33";18;"ALB";2023;8;19;556.5;18.83325;40.8818333333333;1;0.0988416;"ADV";0;0
"18ALB2023_MIZ819_38";18;"ALB";2023;8;19;566.5;18.9180833333333;40.7714166666667;1;0.0988416;"ADV";0;0
"18ALB2023_MIZ819_39";18;"ALB";2023;8;19;542.5;19.001;40.66025;1;0.1017024;"ADV";4;0.3
"18ALB2023_MIZ820_14";18;"ALB";2023;8;20;115;19.1040833333333;41.4049166666667;0.5;0.0508374;"ADV";0;0
"18ALB2023_MIZ820_165";18;"ALB";2023;8;20;123.5;18.94375;41.1116666666667;0.5;0.0508374;"ADV";3;0.1
"18ALB2023_MIZ820_166";18;"ALB";2023;8;20;116.5;18.9694166666667;41.31575;0.5;0.0508374;"ADV";0;0
"18ALB2023_MIZ820_170";18;"ALB";2023;8;20;588;18.7476666666667;41.07675;1;0.0988416;"ADV";1;0.02
"18ALB2023_MIZ820_26";18;"ALB";2023;8;20;296;18.8650833333333;41.1013333333333;1;0.103111;"ADV";0;0
"18ALB2024_MIZ84_167";18;"ALB";2024;8;4;346;18.8724166666667;40.8999166666667;1;0.1036603;"ADV";0;0
"18ALB2024_MIZ84_27";18;"ALB";2024;8;4;329;18.997;40.7345;1;0.1004372;"ADV";5;0.1
"18ALB2024_MIZ84_33";18;"ALB";2024;8;4;542.5;18.8146666666667;40.90875;1;0.0962577;"ADV";0;0
"18ALB2024_MIZ84_38";18;"ALB";2024;8;4;562;18.9105833333333;40.7784166666667;1;0.0990549;"ADV";0;0
"18ALB2024_MIZ84_39";18;"ALB";2024;8;4;539;18.9934166666667;40.6828333333333;1;0.0948402;"ADV";1;0.005
"18ALB2024_MIZ85_168";18;"ALB";2024;8;5;389.5;18.762;41.4555833333333;1;0.1054359;"ADV";2;0.05
"18ALB2024_MIZ86_14";18;"ALB";2024;8;6;113.5;19.1048333333333;41.4039166666667;0.5;0.0508374;"ADV";0;0
"18ALB2024_MIZ86_165";18;"ALB";2024;8;6;125;18.9426666666667;41.1109166666667;0.5;0.0522099;"ADV";0;0
"18ALB2024_MIZ86_166";18;"ALB";2024;8;6;113;18.9720833333333;41.3175;0.5;0.0508374;"ADV";0;0
"18ALB2024_MIZ86_170";18;"ALB";2024;8;6;600;18.7460833333333;41.0745833333333;1;0.0951993;"ADV";1;0.005
"18ALB2024_MIZ86_26";18;"ALB";2024;8;6;295;18.8626666666667;41.1120833333333;1;0.1050692;"ADV";4;0.4
"18ALB2024_MIZ86_32";18;"ALB";2024;8;6;581;18.78;40.9655;1;0.0965979;"ADV";0;0
"18ALB2024_ROZ925_10";18;"ALB";2024;9;25;90;19.20225;40.9398333333333;0.5;0.0480594;"ADV";1;0.01
"18ALB2024_ROZ925_16";18;"ALB";2024;9;25;102;19.1729166666667;40.8588333333333;0.5;0.0508374;"ADV";1;0.02
"18ALB2024_ROZ925_2";18;"ALB";2024;9;25;15.5;19.4123333333333;41.0933333333333;0.5;0.0461148;"ADV";0;0
"18ALB2024_ROZ925_41";18;"ALB";2024;9;25;79;19.2624166666667;41.0789166666667;0.5;0.0480594;"ADV";5;0.12
"18ALB2024_ROZ926_1";18;"ALB";2024;9;26;27.5;19.395;41.5429166666667;0.5;0.0461148;"ADV";2;0.02
"18ALB2024_ROZ926_13";18;"ALB";2024;9;26;86.5;19.27875;41.30825;0.5;0.0480594;"ADV";3;0.03
"18ALB2024_ROZ926_4";18;"ALB";2024;9;26;77;19.27725;41.5591666666667;0.5;0.0480594;"ADV";0;0
"18ALB2024_ROZ926_6";18;"ALB";2024;9;26;93;19.2690833333333;41.4194166666667;0.5;0.0480594;"ADV";1;0.01
"18ALB2024_ROZ926_8";18;"ALB";2024;9;26;58.5;19.3573333333333;41.1983333333333;0.5;0.0480594;"ADV";1;0.05
"18ALB2024_ROZ927_163";18;"ALB";2024;9;27;70;19.252;40.74375;0.5;0.0480594;"ADV";0;0
"18ALB2024_ROZ927_17";18;"ALB";2024;9;27;115.5;19.1550833333333;40.7011666666667;0.5;0.0508374;"ADV";0;0
"18ALB2024_ROZ927_22";18;"ALB";2024;9;27;174.5;19.1606666666667;40.5834166666667;0.5;0.0479643;"ADV";1;0.01
"18ALB2024_ROZ927_23";18;"ALB";2024;9;27;172;19.2123333333333;40.4555833333333;0.5;0.0474519;"ADV";2;0.02
"18ALB2024_ROZ927_31";18;"ALB";2024;9;27;304;19.1286666666667;40.4920833333333;1;0.1072308;"ADV";1;0.02
"18ITA2013_PEC711_83";18;"ITA";2013;7;11;123;18.4449166666667;40.6470833333333;0.5;0.0528633;"ADV";2;0.12
"18ITA2013_PEC711_84";18;"ITA";2013;7;11;118.5;18.5136666666667;40.58825;0.5;0.0504063;"ADV";3;0.08
"18ITA2013_PEC711_85";18;"ITA";2013;7;11;457;18.5641666666667;40.6645;1;0.10668;"ADV";4;0.15
"18ITA2013_PEC711_93";18;"ITA";2013;7;11;120;18.3589166666667;40.6674166666667;0.5;0.0511056;"ADV";6;0.06
"18ITA2013_PEC711_95";18;"ITA";2013;7;11;120.5;18.28425;40.7045;0.5;0.0511056;"ADV";2;0.06
"18ITA2013_PEC711_98";18;"ITA";2013;7;11;517.5;18.4119166666667;40.7695833333333;1;0.1043509;"ADV";10;0.32
"18ITA2013_PEC712_156";18;"ITA";2013;7;12;38.5;18.4703333333333;40.2436666666667;0.5;0.0448056;"ADV";1;0.03
"18ITA2013_PEC712_157";18;"ITA";2013;7;12;111.5;18.5140833333333;40.40875;0.5;0.0504063;"ADV";6;0.07
"18ITA2013_PEC712_76";18;"ITA";2013;7;12;79.5;18.4468333333333;40.2999166666667;0.5;0.048129;"ADV";2;0.04
"18ITA2013_PEC712_77";18;"ITA";2013;7;12;415;18.6224166666667;40.3711666666667;1;0.11112;"ADV";0;0
"18ITA2013_PEC712_78";18;"ITA";2013;7;12;569;18.6405833333333;40.44025;1;0.0985197;"ADV";3;0.12
"18ITA2013_PEC712_86";18;"ITA";2013;7;12;541;18.6120833333333;40.6220833333333;1;0.1039963;"ADV";6;0.38
"18ITA2013_PEC713_154";18;"ITA";2013;7;13;80;17.8425;40.755;0.5;0.0498309;"ADV";0;0
"18ITA2013_PEC713_158";18;"ITA";2013;7;13;115;18.1295;40.70025;0.5;0.0553203;"ADV";3;0.07
"18ITA2013_PEC713_88";18;"ITA";2013;7;13;91;18.276;40.58525;0.5;0.0491538;"ADV";5;0.25
"18ITA2013_PEC713_97";18;"ITA";2013;7;13;109.5;17.9908333333333;40.7908333333333;0.5;0.0535626;"ADV";3;0.15
"18ITA2013_PEC715_131";18;"ITA";2013;7;15;102.5;17.8245833333333;40.8511666666667;0.5;0.0511056;"ADV";4;0.15
"18ITA2013_PEC715_151";18;"ITA";2013;7;15;246.5;17.8708333333333;41.0069166666667;1;0.10854;"ADV";1;0.03
"18ITA2013_PEC715_152";18;"ITA";2013;7;15;566;17.8619166666667;41.0394166666667;1;0.106183;"ADV";0;0
"18ITA2013_PEC723_101";18;"ITA";2013;7;23;63;17.5306666666667;40.884;0.5;0.0494832;"ADV";3;0.06
"18ITA2013_PEC723_132";18;"ITA";2013;7;23;102;17.6839166666667;40.9029166666667;0.5;0.0521451;"ADV";0;0
"18ITA2013_PEC723_133";18;"ITA";2013;7;23;112;17.6250833333333;40.9665;0.5;0.0343035;"ADV";4;0.13
"18ITA2013_PEC725_104";18;"ITA";2013;7;25;87;17.0555;41.1321666666667;0.5;0.0508374;"ADV";3;0.045
"18ITA2013_PEC725_134";18;"ITA";2013;7;25;72.5;17.4663333333333;40.9254166666667;0.5;0.0508374;"ADV";2;0.03
"18ITA2013_PEC725_135";18;"ITA";2013;7;25;31.5;17.2179166666667;41.0145833333333;0.5;0.0457296;"ADV";2;0.085
"18ITA2013_PEC725_150";18;"ITA";2013;7;25;133.5;17.4644166666667;41.05025;0.5;0.0500661;"ADV";3;0.08
"18ITA2013_PEC725_161";18;"ITA";2013;7;25;121.5;17.2993333333333;41.1231666666667;0.5;0.052164;"ADV";2;0.03
"18ITA2013_PEC727_107";18;"ITA";2013;7;27;113;16.9885;41.2389166666667;0.5;0.0549612;"ADV";1;0.015
"18ITA2013_PEC727_110";18;"ITA";2013;7;27;110;16.837;41.4336666666667;0.5;0.0525042;"ADV";1;0.04
"18ITA2013_PEC727_116";18;"ITA";2013;7;27;550.5;17.1655;41.52025;1;0.0981454;"ADV";5;0.38
"18ITA2013_PEC727_142";18;"ITA";2013;7;27;406.5;17.094;41.5216666666667;1;0.10298;"ADV";2;0.1
"18ITA2013_PEC727_80";18;"ITA";2013;7;27;40;16.9630833333333;41.1279166666667;0.5;0.0448056;"ADV";3;0.07
"18ITA2013_PEC729_100";18;"ITA";2013;7;29;39.5;16.7620833333333;41.18825;0.5;0.0445032;"ADV";0;0
"18ITA2013_PEC729_105";18;"ITA";2013;7;29;58.5;16.8294166666667;41.1853333333333;0.5;0.0494832;"ADV";6;0.18
"18ITA2013_PEC729_129";18;"ITA";2013;7;29;79;16.5245833333333;41.6031666666667;0.5;0.0501603;"ADV";0;0
"18ITA2013_PEC729_137";18;"ITA";2013;7;29;127;16.85625;41.5551666666667;0.5;0.0518049;"ADV";1;0.02
"18ITA2013_PEC729_138";18;"ITA";2013;7;29;106.5;16.853;41.32825;0.5;0.0514647;"ADV";3;0.06
"18ITA2013_PEC729_147";18;"ITA";2013;7;29;102;16.6914166666667;41.71325;0.5;0.0528633;"ADV";2;0.1
"18ITA2013_PEC729_148";18;"ITA";2013;7;29;106.5;16.7371666666667;41.6155;0.5;0.0525042;"ADV";0;0
"18ITA2013_PEC730_139";18;"ITA";2013;7;30;224.5;16.8316666666667;41.9088333333333;1;0.11112;"ADV";1;0.01
"18ITA2013_PEC730_143";18;"ITA";2013;7;30;572;17.0146666666667;41.9971666666667;1;0.1032674;"ADV";4;0.13
"18ITA2013_PEC730_144";18;"ITA";2013;7;30;611.5;17.0195833333333;42.0880833333333;1;0.1058087;"ADV";0;0
"18ITA2013_PEC730_145";18;"ITA";2013;7;30;372.5;16.947;42.163;1;0.1026;"ADV";2;0.06
"18ITA2013_PEC730_146";18;"ITA";2013;7;30;171;16.7606666666667;41.9214166666667;0.5;0.0507654;"ADV";0;0
"18ITA2013_PEC730_162";18;"ITA";2013;7;30;133;16.7305833333333;41.81575;0.5;0.0511056;"ADV";0;0
"18ITA2013_PEC82_117";18;"ITA";2013;8;2;33;16.33525;41.7906666666667;0.5;0.0476112;"ADV";1;0.02
"18ITA2013_PEC82_121";18;"ITA";2013;8;2;11;16.1605;41.7129166666667;0.5;0.0466704;"ADV";2;0.28
"18ITA2013_PEC82_123";18;"ITA";2013;8;2;17;16.2220833333333;41.5685;0.5;0.0476112;"ADV";1;0.025
"18ITA2013_PEC82_126";18;"ITA";2013;8;2;83.5;16.5133333333333;41.7238333333333;0.5;0.0501603;"ADV";1;0.05
"18ITA2013_PEC82_160";18;"ITA";2013;8;2;67.5;16.5040833333333;41.489;0.5;0.0494832;"ADV";1;0.03
"18ITA2013_PEC83_109";18;"ITA";2013;8;3;32.5;16.5545;41.2719166666667;0.5;0.0460488;"ADV";0;0
"18ITA2013_PEC83_112";18;"ITA";2013;8;3;56.5;16.5515833333333;41.3433333333333;0.5;0.050508;"ADV";3;0.03
"18ITA2013_PEC83_125";18;"ITA";2013;8;3;34;16.4053333333333;41.3948333333333;0.5;0.0469896;"ADV";0;0
"18ITA2014_PEC810_107";18;"ITA";2014;8;10;111.5;16.9759166666667;41.2463333333333;0.5;0.0497856;"ADV";1;0.1
"18ITA2014_PEC810_110";18;"ITA";2014;8;10;111.5;16.8375;41.4376666666667;0.5;0.0501312;"ADV";4;0.03
"18ITA2014_PEC810_116";18;"ITA";2014;8;10;544;17.1665;41.53775;1;0.1023932;"ADV";20;1.65
"18ITA2014_PEC810_137";18;"ITA";2014;8;10;124;16.8533333333333;41.5409166666667;0.5;0.0508416;"ADV";3;0.07
"18ITA2014_PEC810_142";18;"ITA";2014;8;10;415.5;17.07675;41.5454166666667;1;0.1033956;"ADV";5;0.25
"18ITA2014_PEC811_101";18;"ITA";2014;8;11;62.5;17.5326666666667;40.8829166666667;0.5;0.0496121;"ADV";1;0.5
"18ITA2014_PEC811_132";18;"ITA";2014;8;11;104.5;17.675;40.90725;0.5;0.0533376;"ADV";3;0.02
"18ITA2014_PEC811_133";18;"ITA";2014;8;11;108;17.6091666666667;40.971;0.5;0.0533376;"ADV";2;0.02
"18ITA2014_PEC811_134";18;"ITA";2014;8;11;73;17.44875;40.9375833333333;0.5;0.049594;"ADV";3;0.03
"18ITA2014_PEC811_135";18;"ITA";2014;8;11;37;17.2365;41.0066666666667;0.5;0.0467369;"ADV";2;0.05
"18ITA2014_PEC811_150";18;"ITA";2014;8;11;133;17.4793333333333;41.0421666666667;0.5;0.051552;"ADV";0;0
"18ITA2014_PEC811_161";18;"ITA";2014;8;11;120;17.3195833333333;41.1124166666667;0.5;0.0508416;"ADV";0;0
"18ITA2014_PEC812_131";18;"ITA";2014;8;12;103.5;17.8271666666667;40.8508333333333;0.5;0.0533376;"ADV";1;0.01
"18ITA2014_PEC812_151";18;"ITA";2014;8;12;377.5;17.8385833333333;41.0206666666667;1;0.1056132;"ADV";3;0.03
"18ITA2014_PEC812_152";18;"ITA";2014;8;12;589.5;17.866;41.0405833333333;1;0.0988042;"ADV";2;0.1
"18ITA2014_PEC812_154";18;"ITA";2014;8;12;80;17.841;40.7549166666667;0.5;0.0502818;"ADV";4;0.05
"18ITA2014_PEC812_97";18;"ITA";2014;8;12;116.5;18.0071666666667;40.7808333333333;0.5;0.0533376;"ADV";2;0.27
"18ITA2014_PEC813_156";18;"ITA";2014;8;13;41.5;18.4821666666667;40.2359166666667;0.5;0.0487238;"ADV";20;0.05
"18ITA2014_PEC813_76";18;"ITA";2014;8;13;78.5;18.4529166666667;40.2885833333333;0.5;0.0489243;"ADV";1;0.06
"18ITA2014_PEC813_77";18;"ITA";2014;8;13;384.5;18.6179166666667;40.3685833333333;1;0.1045044;"ADV";4;0.15
"18ITA2014_PEC813_78";18;"ITA";2014;8;13;574;18.6400833333333;40.4319166666667;1;0.0988042;"ADV";3;0.03
"18ITA2014_PEC813_85";18;"ITA";2014;8;13;447;18.606;40.6606666666667;1;0.1056132;"ADV";0;0
"18ITA2014_PEC813_86";18;"ITA";2014;8;13;550;18.6218333333333;40.5863333333333;1;0.1049152;"ADV";2;0.08
"18ITA2014_PEC813_98";18;"ITA";2014;8;13;524;18.41525;40.7699166666667;1;0.1023932;"ADV";2;0.05
"18ITA2014_PEC814_157";18;"ITA";2014;8;14;110.5;18.5039166666667;40.42525;0.5;0.0533376;"ADV";0;0
"18ITA2014_PEC814_158";18;"ITA";2014;8;14;113;18.1029166666667;40.7181666666667;0.5;0.0519168;"ADV";6;0.18
"18ITA2014_PEC814_83";18;"ITA";2014;8;14;123;18.4448333333333;40.6471666666667;0.5;0.051552;"ADV";5;0.03
"18ITA2014_PEC814_84";18;"ITA";2014;8;14;117.5;18.5125833333333;40.5913333333333;0.5;0.0533376;"ADV";3;0.06
"18ITA2014_PEC814_88";18;"ITA";2014;8;14;91;18.26325;40.5965833333333;0.5;0.0502818;"ADV";2;0.015
"18ITA2014_PEC814_93";18;"ITA";2014;8;14;120;18.3565833333333;40.66875;0.5;0.0512064;"ADV";2;0.04
"18ITA2014_PEC814_95";18;"ITA";2014;8;14;121;18.2698333333333;40.7108333333333;0.5;0.0529728;"ADV";7;0.1
"18ITA2014_PEC84_109";18;"ITA";2014;8;4;43;16.5596666666667;41.2985833333333;0.5;0.0464147;"ADV";1;0.14
"18ITA2014_PEC84_112";18;"ITA";2014;8;4;57;16.551;41.3435;0.5;0.0489424;"ADV";2;0.05
"18ITA2014_PEC85_117";18;"ITA";2014;8;5;32.5;16.335;41.781;0.5;0.0457524;"ADV";2;0.21
"18ITA2014_PEC85_121";18;"ITA";2014;8;5;11;16.1613333333333;41.7155833333333;0.5;0.0497262;"ADV";3;0.13
"18ITA2014_PEC85_123";18;"ITA";2014;8;5;16;16.217;41.5853333333333;0.5;0.0487238;"ADV";1;0.04
"18ITA2014_PEC85_126";18;"ITA";2014;8;5;83.5;16.5144166666667;41.7198333333333;0.5;0.0492682;"ADV";2;0.11
"18ITA2014_PEC85_129";18;"ITA";2014;8;5;78;16.522;41.5929166666667;0.5;0.0502818;"ADV";1;0.12
"18ITA2014_PEC85_160";18;"ITA";2014;8;5;66.5;16.5035833333333;41.48025;0.5;0.0492682;"ADV";3;0.15
"18ITA2014_PEC86_100";18;"ITA";2014;8;6;39;16.7544166666667;41.1905;0.5;0.0497262;"ADV";1;0.35
"18ITA2014_PEC86_105";18;"ITA";2014;8;6;58.5;16.8301666666667;41.1850833333333;0.5;0.0469333;"ADV";2;0.35
"18ITA2014_PEC86_125";18;"ITA";2014;8;6;34;16.4134166666667;41.3830833333333;0.5;0.0497262;"ADV";2;0.12
"18ITA2014_PEC86_80";18;"ITA";2014;8;6;44.5;16.9638333333333;41.12675;0.5;0.0484016;"ADV";2;0.2
"18ITA2014_PEC87_104";18;"ITA";2014;8;7;89;17.0731666666667;41.12675;0.5;0.0502818;"ADV";2;0.03
"18ITA2014_PEC88_138";18;"ITA";2014;8;8;106.5;16.8530833333333;41.33075;0.5;0.0462144;"ADV";3;0.03
"18ITA2014_PEC88_139";18;"ITA";2014;8;8;227;16.8325833333333;41.91275;1;0.1089;"ADV";3;0.17
"18ITA2014_PEC88_146";18;"ITA";2014;8;8;170.5;16.7605833333333;41.9185833333333;0.5;0.051552;"ADV";5;0.3
"18ITA2014_PEC88_147";18;"ITA";2014;8;8;102.5;16.6935;41.7125833333333;0.5;0.0497664;"ADV";2;0.04
"18ITA2014_PEC88_148";18;"ITA";2014;8;8;106.5;16.73775;41.6188333333333;0.5;0.0518976;"ADV";3;0.03
"18ITA2014_PEC88_162";18;"ITA";2014;8;8;134;16.7196666666667;41.83175;0.5;0.0533376;"ADV";1;0.01
"18ITA2014_PEC89_143";18;"ITA";2014;8;9;575.5;17.0160833333333;41.996;1;0.1006084;"ADV";3;0.025
"18ITA2014_PEC89_144";18;"ITA";2014;8;9;608;17.0203333333333;42.0955833333333;1;0.1045466;"ADV";5;0.335
"18ITA2014_PEC89_145";18;"ITA";2014;8;9;388;16.9593333333333;42.1485;1;0.102663;"ADV";3;0.03
"18ITA2015_PEC710_154";18;"ITA";2015;7;10;77.5;17.8283333333333;40.7595833333333;0.5;0.0498126;"ADV";1;0.01
"18ITA2015_PEC710_158";18;"ITA";2015;7;10;112.5;18.1030833333333;40.7168333333333;0.5;0.0525648;"ADV";5;0.15
"18ITA2015_PEC710_83";18;"ITA";2015;7;10;122.5;18.4420833333333;40.6485;0.5;0.0508352;"ADV";3;0.06
"18ITA2015_PEC710_93";18;"ITA";2015;7;10;117.5;18.35525;40.6695833333333;0.5;0.0539748;"ADV";2;0.04
"18ITA2015_PEC710_95";18;"ITA";2015;7;10;121;18.2381666666667;40.70975;0.5;0.0532604;"ADV";0;0
"18ITA2015_PEC710_97";18;"ITA";2015;7;10;108;17.9938333333333;40.7873333333333;0.5;0.051512;"ADV";2;0.03
"18ITA2015_PEC710_98";18;"ITA";2015;7;10;525.5;18.4118333333333;40.7713333333333;1;0.1016754;"ADV";2;0.04
"18ITA2015_PEC721_109";18;"ITA";2015;7;21;42.5;16.5574166666667;41.2970833333333;0.5;0.0480594;"ADV";1;0.05
"18ITA2015_PEC721_112";18;"ITA";2015;7;21;56.5;16.561;41.3350833333333;0.5;0.0508374;"ADV";3;0.08
"18ITA2015_PEC721_125";18;"ITA";2015;7;21;35;16.405;41.39675;0.5;0.0480594;"ADV";2;0.14
"18ITA2015_PEC722_110";18;"ITA";2015;7;22;111.5;16.84075;41.4366666666667;0.5;0.0483912;"ADV";2;0.05
"18ITA2015_PEC722_116";18;"ITA";2015;7;22;545;17.16475;41.5128333333333;1;0.1027618;"ADV";10;0.54
"18ITA2015_PEC722_137";18;"ITA";2015;7;22;123.5;16.8545833333333;41.5364166666667;0.5;0.0515308;"ADV";2;0.04
"18ITA2015_PEC722_142";18;"ITA";2015;7;22;410;17.0860833333333;41.53775;1;0.1026828;"ADV";5;0.13
"18ITA2015_PEC722_147";18;"ITA";2015;7;22;105;16.699;41.6915;0.5;0.0501396;"ADV";2;0.05
